# name ra dec flux_a1100 flux_a1400 flux_a2000
src25377 269.15069 1.08485 0.061 0.031 0.011
src25378 269.38190 1.60473 0.061 0.028 0.009
src25379 269.21133 1.08427 0.061 0.030 0.010
src25380 269.21180 1.36164 0.061 0.029 0.009
src25381 269.38722 1.05496 0.061 0.035 0.014
src25382 269.02538 1.22479 0.061 0.031 0.010
src25383 269.08051 1.20544 0.061 0.032 0.012
src25384 269.39600 1.01860 0.061 0.029 0.009
src25385 269.60056 1.57005 0.061 0.028 0.009
src25386 269.04122 1.50561 0.061 0.035 0.014
src25387 269.28769 1.67251 0.061 0.033 0.012
src25388 269.67723 1.13921 0.061 0.030 0.010
src25389 269.35324 1.32238 0.061 0.029 0.009
src25390 269.54620 1.59858 0.061 0.031 0.010
src25391 269.07504 1.03829 0.061 0.030 0.010
src25392 269.70548 1.35236 0.061 0.030 0.010
src25393 269.18390 1.42960 0.061 0.037 0.015
src25394 269.05232 1.55241 0.061 0.030 0.010
src25395 269.39689 1.39109 0.061 0.031 0.011
src25396 269.62348 1.27559 0.061 0.033 0.012
src25397 269.30155 1.41537 0.061 0.029 0.009
src25398 269.63770 1.34113 0.061 0.032 0.011
src25399 269.42684 1.06014 0.061 0.029 0.009
src25400 269.22126 1.10211 0.061 0.028 0.009
src25401 269.69511 1.07247 0.061 0.030 0.010
src25402 269.13524 1.57732 0.061 0.033 0.012
src25403 269.28319 1.69568 0.061 0.029 0.010
src25404 269.04526 1.25167 0.061 0.033 0.012
src25405 269.46922 1.41779 0.061 0.031 0.011
src25406 269.52701 1.33981 0.061 0.031 0.011
src25407 269.64043 1.33000 0.061 0.030 0.010
src25408 269.50906 1.34065 0.061 0.031 0.010
src25409 269.40918 1.68528 0.061 0.030 0.010
src25410 269.04501 1.30159 0.061 0.031 0.011
src25411 269.31462 1.27706 0.061 0.032 0.011
src25412 269.39263 1.33010 0.061 0.030 0.010
src25413 269.52935 1.60471 0.061 0.030 0.010
src25414 269.68708 1.52412 0.061 0.029 0.009
src25415 269.36915 1.54585 0.061 0.030 0.010
src25416 269.25148 1.13884 0.061 0.034 0.013
src25417 269.60069 1.07056 0.061 0.032 0.011
src25418 269.16542 1.49847 0.061 0.029 0.009
src25419 269.60924 1.29566 0.061 0.029 0.010
src25420 269.48414 1.66794 0.061 0.031 0.011
src25421 269.04126 1.29893 0.061 0.030 0.010
src25422 269.25548 1.55190 0.061 0.029 0.009
src25423 269.41773 1.55721 0.061 0.029 0.009
src25424 269.05608 1.47508 0.061 0.037 0.015
src25425 269.31663 1.06904 0.061 0.041 0.018
src25426 269.03139 1.32573 0.061 0.032 0.012
src25427 269.27731 1.40732 0.061 0.031 0.011
src25428 269.23740 1.65145 0.061 0.029 0.009
src25429 269.58904 1.51697 0.061 0.032 0.011
src25430 269.14140 1.24927 0.061 0.031 0.011
src25431 269.29408 1.00807 0.061 0.032 0.011
src25432 269.15107 1.42546 0.061 0.030 0.010
src25433 269.43213 1.15562 0.061 0.037 0.016
src25434 269.27830 1.08708 0.061 0.035 0.014
src25435 269.36710 1.32570 0.061 0.030 0.010
src25436 269.69235 1.42189 0.061 0.032 0.011
src25437 269.39396 1.43513 0.061 0.030 0.010
src25438 269.11426 1.35057 0.061 0.030 0.010
src25439 269.60330 1.38054 0.060 0.031 0.011
src25440 269.67121 1.16370 0.060 0.030 0.010
src25441 269.61088 1.49817 0.060 0.032 0.011
src25442 269.01520 1.00228 0.060 0.033 0.012
src25443 269.13598 1.59174 0.060 0.030 0.010
src25444 269.57990 1.60039 0.060 0.030 0.010
src25445 269.19824 1.53134 0.060 0.036 0.014
src25446 269.14346 1.00932 0.060 0.035 0.013
src25447 269.60552 1.27410 0.060 0.031 0.011
src25448 269.33347 1.11623 0.060 0.028 0.009
src25449 269.56890 1.57748 0.060 0.031 0.011
src25450 269.52500 1.66745 0.060 0.031 0.011
src25451 269.60941 1.50552 0.060 0.033 0.012
src25452 269.63161 1.62550 0.060 0.029 0.010
src25453 269.12113 1.16121 0.060 0.032 0.012
src25454 269.29125 1.18410 0.060 0.028 0.009
src25455 269.23092 1.19248 0.060 0.029 0.009
src25456 269.01018 1.69941 0.060 0.031 0.011
src25457 269.35317 1.57463 0.060 0.032 0.011
src25458 269.00812 1.28358 0.060 0.030 0.010
src25459 269.14610 1.55530 0.060 0.032 0.012
src25460 269.41681 1.30175 0.060 0.030 0.010
src25461 269.59134 1.11837 0.060 0.037 0.016
src25462 269.12313 1.04696 0.060 0.031 0.010
src25463 269.07816 1.29886 0.060 0.030 0.010
src25464 269.56867 1.67067 0.060 0.029 0.009
src25465 269.15355 1.09740 0.060 0.032 0.011
src25466 269.70437 1.31429 0.060 0.029 0.009
src25467 269.62389 1.46539 0.060 0.032 0.011
src25468 269.18104 1.68581 0.060 0.031 0.011
src25469 269.36731 1.69557 0.060 0.029 0.009
src25470 269.49884 1.59359 0.060 0.029 0.009
src25471 269.31001 1.28770 0.060 0.028 0.009
src25472 269.64579 1.30604 0.060 0.031 0.011
src25473 269.02177 1.26688 0.060 0.030 0.010
src25474 269.64154 1.68234 0.060 0.029 0.009
src25475 269.54874 1.26662 0.060 0.029 0.010
src25476 269.25030 1.70267 0.060 0.028 0.009
src25477 269.69958 1.44073 0.060 0.028 0.009
src25478 269.65054 1.48155 0.060 0.031 0.011
src25479 269.16955 1.62155 0.060 0.029 0.009
src25480 269.19956 1.31181 0.060 0.035 0.014
src25481 269.60176 1.19519 0.060 0.029 0.010
src25482 269.42629 1.50236 0.060 0.029 0.010
src25483 269.33784 1.56677 0.060 0.029 0.009
src25484 269.47356 1.44960 0.060 0.029 0.009
src25485 269.06224 1.36050 0.060 0.029 0.009
src25486 269.61362 1.05175 0.060 0.032 0.011
src25487 269.31427 1.62557 0.060 0.030 0.010
src25488 269.14124 1.35572 0.060 0.033 0.012
src25489 269.45280 1.11398 0.060 0.031 0.011
src25490 269.47654 1.58820 0.060 0.031 0.011
src25491 269.31856 1.31239 0.060 0.030 0.010
src25492 269.48690 1.52586 0.060 0.029 0.010
src25493 269.70675 1.03915 0.060 0.029 0.009
src25494 269.00876 1.24272 0.060 0.029 0.009
src25495 269.40437 1.46865 0.060 0.031 0.011
src25496 269.09818 1.25987 0.060 0.030 0.010
src25497 269.37777 1.36622 0.060 0.028 0.009
src25498 269.28004 1.12292 0.060 0.035 0.014
src25499 269.10251 1.60062 0.060 0.030 0.010
src25500 269.12844 1.27533 0.060 0.029 0.009
src25501 269.49668 1.26312 0.060 0.039 0.017
src25502 269.65789 1.53826 0.060 0.028 0.009
src25503 269.48598 1.26583 0.060 0.029 0.009
src25504 269.41242 1.53288 0.060 0.031 0.011
src25505 269.57116 1.49940 0.060 0.030 0.010
src25506 269.58793 1.50229 0.060 0.030 0.010
src25507 269.08359 1.08927 0.060 0.038 0.016
src25508 269.47280 1.61069 0.060 0.028 0.009
src25509 269.25793 1.11662 0.060 0.029 0.009
src25510 269.29073 1.15504 0.060 0.029 0.009
src25511 269.26359 1.55499 0.060 0.030 0.010
src25512 269.43937 1.58858 0.060 0.030 0.010
src25513 269.48045 1.41161 0.060 0.028 0.009
src25514 269.37624 1.23472 0.060 0.031 0.010
src25515 269.05083 1.62328 0.060 0.029 0.010
src25516 269.70780 1.69174 0.060 0.030 0.010
src25517 269.39404 1.69367 0.060 0.031 0.011
src25518 269.64451 1.12630 0.060 0.030 0.010
src25519 269.19136 1.62517 0.060 0.031 0.011
src25520 269.24426 1.59980 0.060 0.031 0.011
src25521 269.24032 1.42905 0.060 0.029 0.009
src25522 269.28384 1.63378 0.060 0.029 0.009
src25523 269.07586 1.27719 0.060 0.031 0.010
src25524 269.42744 1.21320 0.060 0.034 0.013
src25525 269.28923 1.14413 0.060 0.028 0.009
src25526 269.66167 1.16546 0.060 0.033 0.012
src25527 269.56049 1.38141 0.060 0.029 0.009
src25528 269.46927 1.07631 0.060 0.034 0.013
src25529 269.27684 1.15026 0.060 0.031 0.011
src25530 269.36980 1.06772 0.060 0.032 0.011
src25531 269.46045 1.27498 0.060 0.031 0.011
src25532 269.65679 1.66844 0.060 0.028 0.009
src25533 269.47827 1.29325 0.060 0.030 0.010
src25534 269.50931 1.28888 0.060 0.034 0.013
src25535 269.54301 1.11679 0.060 0.030 0.010
src25536 269.50250 1.60844 0.060 0.029 0.009
src25537 269.63545 1.47291 0.060 0.030 0.010
src25538 269.15913 1.01778 0.060 0.029 0.009
src25539 269.68380 1.30579 0.060 0.030 0.010
src25540 269.48636 1.02570 0.060 0.030 0.010
src25541 269.61007 1.19871 0.060 0.030 0.010
src25542 269.27682 1.06495 0.060 0.028 0.009
src25543 269.37529 1.24261 0.060 0.031 0.011
src25544 269.54771 1.19945 0.060 0.028 0.009
src25545 269.50325 1.08559 0.060 0.031 0.011
src25546 269.48523 1.44047 0.060 0.033 0.012
src25547 269.49057 1.43034 0.060 0.030 0.010
src25548 269.30441 1.40307 0.060 0.039 0.017
src25549 269.24691 1.50480 0.060 0.035 0.014
src25550 269.17758 1.44877 0.060 0.029 0.010
src25551 269.32243 1.26680 0.060 0.037 0.015
src25552 269.56995 1.12398 0.060 0.029 0.009
src25553 269.04636 1.01098 0.060 0.029 0.009
src25554 269.43360 1.52537 0.060 0.029 0.009
src25555 269.40399 1.28385 0.060 0.033 0.012
src25556 269.45967 1.41951 0.060 0.031 0.011
src25557 269.17395 1.31094 0.060 0.028 0.009
src25558 269.19453 1.55822 0.060 0.032 0.011
src25559 269.02176 1.54093 0.060 0.032 0.011
src25560 269.08905 1.20784 0.060 0.029 0.010
src25561 269.16521 1.24435 0.060 0.029 0.009
src25562 269.48173 1.50106 0.060 0.029 0.009
src25563 269.14463 1.52483 0.060 0.039 0.017
src25564 269.69573 1.29797 0.060 0.028 0.009
src25565 269.20920 1.15163 0.060 0.030 0.010
src25566 269.23067 1.17361 0.060 0.036 0.014
src25567 269.04758 1.17707 0.060 0.028 0.009
src25568 269.02469 1.69535 0.060 0.030 0.010
src25569 269.18587 1.21105 0.060 0.030 0.010
src25570 269.14550 1.56421 0.060 0.029 0.010
src25571 269.53194 1.35316 0.060 0.030 0.010
src25572 269.35247 1.61996 0.060 0.028 0.009
src25573 269.20061 1.09497 0.060 0.031 0.011
src25574 269.06447 1.14660 0.060 0.030 0.010
src25575 269.26133 1.30366 0.060 0.029 0.009
src25576 269.26956 1.18014 0.060 0.030 0.010
src25577 269.52337 1.24039 0.060 0.036 0.014
src25578 269.55582 1.26809 0.060 0.030 0.010
src25579 269.28741 1.16476 0.060 0.028 0.009
src25580 269.38145 1.27162 0.060 0.028 0.009
src25581 269.54025 1.40758 0.060 0.030 0.010
src25582 269.36406 1.25812 0.060 0.030 0.010
src25583 269.05359 1.22819 0.060 0.032 0.012
src25584 269.34374 1.30901 0.060 0.029 0.009
src25585 269.09199 1.11253 0.060 0.033 0.012
src25586 269.28160 1.62026 0.060 0.036 0.015
src25587 269.56324 1.29352 0.060 0.028 0.009
src25588 269.61751 1.32417 0.060 0.030 0.010
src25589 269.24379 1.61231 0.060 0.031 0.011
src25590 269.59907 1.21779 0.060 0.029 0.009
src25591 269.03585 1.27449 0.060 0.030 0.010
src25592 269.70722 1.34375 0.060 0.029 0.010
src25593 269.69805 1.02305 0.060 0.029 0.010
src25594 269.56239 1.42182 0.060 0.029 0.010
src25595 269.01846 1.08823 0.060 0.029 0.010
src25596 269.23005 1.25679 0.060 0.030 0.010
src25597 269.21681 1.64485 0.060 0.028 0.009
src25598 269.46269 1.30846 0.060 0.031 0.011
src25599 269.01883 1.44858 0.060 0.028 0.009
src25600 269.54497 1.54623 0.060 0.029 0.009
src25601 269.02929 1.24758 0.060 0.031 0.011
src25602 269.65449 1.52193 0.060 0.030 0.010
src25603 269.54457 1.05600 0.060 0.029 0.009
src25604 269.32533 1.17796 0.060 0.029 0.010
src25605 269.35048 1.21128 0.060 0.028 0.009
src25606 269.10892 1.57225 0.060 0.028 0.009
src25607 269.66546 1.03862 0.060 0.031 0.011
src25608 269.33323 1.68967 0.060 0.028 0.009
src25609 269.61749 1.49382 0.060 0.029 0.009
src25610 269.36859 1.68715 0.060 0.032 0.011
src25611 269.16311 1.28996 0.060 0.032 0.011
src25612 269.19440 1.52838 0.060 0.032 0.012
src25613 269.47471 1.16008 0.060 0.035 0.014
src25614 269.51022 1.66503 0.060 0.029 0.010
src25615 269.31929 1.59000 0.060 0.030 0.010
src25616 269.25268 1.31366 0.060 0.030 0.010
src25617 269.29228 1.63664 0.060 0.028 0.009
src25618 269.62319 1.54716 0.060 0.032 0.011
src25619 269.21934 1.29687 0.060 0.033 0.012
src25620 269.47105 1.33293 0.059 0.031 0.011
src25621 269.35321 1.39755 0.059 0.029 0.009
src25622 269.02601 1.06350 0.059 0.031 0.011
src25623 269.31277 1.26299 0.059 0.032 0.011
src25624 269.18582 1.61724 0.059 0.031 0.011
src25625 269.07030 1.41910 0.059 0.031 0.011
src25626 269.69802 1.50758 0.059 0.028 0.009
src25627 269.21898 1.49216 0.059 0.029 0.010
src25628 269.57155 1.61992 0.059 0.029 0.009
src25629 269.48159 1.38398 0.059 0.029 0.010
src25630 269.68579 1.12078 0.059 0.030 0.010
src25631 269.61240 1.37241 0.059 0.031 0.011
src25632 269.53845 1.48549 0.059 0.029 0.010
src25633 269.47331 1.02216 0.059 0.031 0.011
src25634 269.45929 1.49042 0.059 0.028 0.009
src25635 269.61645 1.40416 0.059 0.031 0.011
src25636 269.18883 1.09949 0.059 0.030 0.010
src25637 269.07296 1.09959 0.059 0.029 0.009
src25638 269.66787 1.11384 0.059 0.028 0.009
src25639 269.21144 1.54299 0.059 0.028 0.009
src25640 269.60743 1.25395 0.059 0.036 0.014
src25641 269.35898 1.15895 0.059 0.029 0.010
src25642 269.33964 1.04486 0.059 0.035 0.014
src25643 269.31838 1.65858 0.059 0.029 0.009
src25644 269.64733 1.13025 0.059 0.028 0.009
src25645 269.44915 1.18901 0.059 0.032 0.012
src25646 269.33300 1.31591 0.059 0.030 0.010
src25647 269.48116 1.10357 0.059 0.029 0.009
src25648 269.44829 1.42952 0.059 0.031 0.011
src25649 269.63588 1.42298 0.059 0.029 0.010
src25650 269.49884 1.23752 0.059 0.030 0.010
src25651 269.16714 1.51628 0.059 0.028 0.009
src25652 269.70788 1.27010 0.059 0.030 0.010
src25653 269.29294 1.11571 0.059 0.030 0.010
src25654 269.09686 1.28869 0.059 0.031 0.011
src25655 269.07866 1.35706 0.059 0.038 0.017
src25656 269.00218 1.04593 0.059 0.029 0.009
src25657 269.57666 1.67839 0.059 0.031 0.011
src25658 269.44027 1.16937 0.059 0.032 0.012
src25659 269.19046 1.52168 0.059 0.028 0.009
src25660 269.07292 1.03360 0.059 0.029 0.009
src25661 269.45199 1.34385 0.059 0.029 0.010
src25662 269.38097 1.51577 0.059 0.032 0.012
src25663 269.68133 1.49635 0.059 0.030 0.010
src25664 269.31964 1.19918 0.059 0.031 0.011
src25665 269.67539 1.44365 0.059 0.028 0.009
src25666 269.20653 1.33189 0.059 0.030 0.010
src25667 269.12559 1.59683 0.059 0.035 0.014
src25668 269.36978 1.66388 0.059 0.028 0.009
src25669 269.48061 1.56598 0.059 0.030 0.011
src25670 269.50320 1.23146 0.059 0.028 0.009
src25671 269.42188 1.37011 0.059 0.031 0.011
src25672 269.46277 1.27523 0.059 0.035 0.014
src25673 269.18520 1.03733 0.059 0.029 0.009
src25674 269.52287 1.13911 0.059 0.035 0.014
src25675 269.26769 1.68578 0.059 0.030 0.011
src25676 269.15625 1.68105 0.059 0.028 0.009
src25677 269.55111 1.46441 0.059 0.030 0.010
src25678 269.48643 1.55839 0.059 0.041 0.019
src25679 269.22061 1.45181 0.059 0.030 0.011
src25680 269.57286 1.18173 0.059 0.030 0.011
src25681 269.70363 1.48338 0.059 0.029 0.010
src25682 269.17782 1.15914 0.059 0.029 0.009
src25683 269.08638 1.26071 0.059 0.030 0.010
src25684 269.41592 1.18770 0.059 0.028 0.009
src25685 269.26899 1.49396 0.059 0.029 0.009
src25686 269.34646 1.06254 0.059 0.035 0.014
src25687 269.36589 1.36001 0.059 0.029 0.009
src25688 269.36753 1.24946 0.059 0.032 0.012
src25689 269.44821 1.05717 0.059 0.031 0.011
src25690 269.02024 1.34107 0.059 0.030 0.010
src25691 269.66004 1.54810 0.059 0.029 0.009
src25692 269.44611 1.68131 0.059 0.028 0.009
src25693 269.63936 1.39611 0.059 0.032 0.012
src25694 269.32253 1.49055 0.059 0.031 0.011
src25695 269.40384 1.21567 0.059 0.029 0.010
src25696 269.51092 1.65080 0.059 0.029 0.009
src25697 269.27239 1.52294 0.059 0.028 0.009
src25698 269.17443 1.09392 0.059 0.037 0.015
src25699 269.46057 1.02487 0.059 0.028 0.009
src25700 269.65999 1.13912 0.059 0.032 0.012
src25701 269.55177 1.34148 0.059 0.033 0.012
src25702 269.23174 1.58335 0.059 0.030 0.011
src25703 269.43344 1.28196 0.059 0.031 0.011
src25704 269.66240 1.68365 0.059 0.031 0.011
src25705 269.09545 1.54394 0.059 0.028 0.009
src25706 269.09059 1.02769 0.059 0.029 0.009
src25707 269.23832 1.13169 0.059 0.029 0.009
src25708 269.16925 1.45723 0.059 0.028 0.009
src25709 269.54835 1.35239 0.059 0.030 0.010
src25710 269.11552 1.52801 0.059 0.029 0.010
src25711 269.65622 1.26523 0.059 0.035 0.014
src25712 269.59080 1.70737 0.059 0.029 0.010
src25713 269.00219 1.29108 0.059 0.032 0.012
src25714 269.03896 1.31375 0.059 0.035 0.014
src25715 269.61076 1.70121 0.059 0.028 0.009
src25716 269.00656 1.24144 0.059 0.032 0.011
src25717 269.14968 1.07172 0.059 0.030 0.010
src25718 269.23361 1.36530 0.059 0.029 0.009
src25719 269.41936 1.20046 0.059 0.028 0.009
src25720 269.05310 1.07109 0.059 0.031 0.011
src25721 269.08744 1.21598 0.059 0.030 0.010
src25722 269.36192 1.54845 0.059 0.038 0.017
src25723 269.52530 1.25597 0.059 0.031 0.011
src25724 269.27005 1.33692 0.059 0.027 0.009
src25725 269.48831 1.15897 0.059 0.030 0.010
src25726 269.35737 1.62326 0.059 0.028 0.009
src25727 269.26866 1.25316 0.059 0.031 0.011
src25728 269.42072 1.48424 0.059 0.028 0.009
src25729 269.24095 1.34984 0.059 0.030 0.010
src25730 269.67549 1.57904 0.059 0.028 0.009
src25731 269.01613 1.14239 0.059 0.028 0.009
src25732 269.03012 1.36448 0.059 0.028 0.009
src25733 269.55461 1.41052 0.059 0.032 0.011
src25734 269.07344 1.10368 0.059 0.030 0.010
src25735 269.08353 1.12656 0.059 0.029 0.009
src25736 269.34013 1.60081 0.059 0.030 0.010
src25737 269.54247 1.39572 0.059 0.029 0.009
src25738 269.68252 1.36801 0.059 0.029 0.009
src25739 269.05049 1.20212 0.059 0.042 0.020
src25740 269.29506 1.17008 0.059 0.028 0.009
src25741 269.09696 1.54691 0.059 0.029 0.010
src25742 269.06755 1.00760 0.059 0.036 0.015
src25743 269.30491 1.29576 0.059 0.031 0.011
src25744 269.48820 1.37140 0.059 0.030 0.010
src25745 269.33408 1.48421 0.059 0.036 0.015
src25746 269.24109 1.01836 0.059 0.028 0.009
src25747 269.10724 1.41578 0.059 0.036 0.015
src25748 269.19629 1.28493 0.059 0.027 0.009
src25749 269.51870 1.57587 0.059 0.043 0.021
src25750 269.19224 1.38878 0.059 0.028 0.009
src25751 269.64369 1.39799 0.059 0.030 0.010
src25752 269.56649 1.28537 0.059 0.028 0.009
src25753 269.35639 1.49654 0.059 0.028 0.009
src25754 269.62685 1.51710 0.059 0.030 0.010
src25755 269.57780 1.23865 0.059 0.028 0.009
src25756 269.13380 1.13856 0.059 0.039 0.017
src25757 269.53059 1.10914 0.059 0.028 0.009
src25758 269.37263 1.27376 0.059 0.030 0.010
src25759 269.21520 1.28239 0.059 0.032 0.012
src25760 269.49382 1.56605 0.059 0.028 0.009
src25761 269.26833 1.21061 0.059 0.029 0.010
src25762 269.70982 1.19081 0.059 0.034 0.013
src25763 269.59155 1.27515 0.059 0.028 0.009
src25764 269.24031 1.23256 0.059 0.028 0.009
src25765 269.44739 1.34734 0.059 0.028 0.009
src25766 269.69823 1.38481 0.059 0.030 0.011
src25767 269.14660 1.37978 0.059 0.044 0.022
src25768 269.70958 1.26966 0.059 0.031 0.011
src25769 269.23136 1.70933 0.059 0.029 0.010
src25770 269.20677 1.47243 0.059 0.028 0.009
src25771 269.09166 1.65826 0.059 0.030 0.010
src25772 269.31460 1.63663 0.059 0.029 0.010
src25773 269.36592 1.42623 0.059 0.029 0.010
src25774 269.11389 1.66083 0.059 0.034 0.014
src25775 269.25457 1.41345 0.059 0.030 0.010
src25776 269.60475 1.02987 0.059 0.028 0.009
src25777 269.35256 1.25139 0.059 0.029 0.009
src25778 269.48538 1.04711 0.059 0.028 0.009
src25779 269.60952 1.69041 0.059 0.029 0.009
src25780 269.02004 1.10115 0.059 0.028 0.009
src25781 269.30292 1.31391 0.059 0.029 0.010
src25782 269.08523 1.12946 0.059 0.028 0.009
src25783 269.39800 1.67771 0.059 0.028 0.009
src25784 269.50562 1.02169 0.059 0.029 0.009
src25785 269.31818 1.20058 0.059 0.029 0.010
src25786 269.53993 1.59093 0.059 0.029 0.009
src25787 269.21704 1.50560 0.059 0.028 0.009
src25788 269.66435 1.02092 0.059 0.028 0.009
src25789 269.11906 1.63416 0.059 0.031 0.011
src25790 269.10362 1.34090 0.059 0.031 0.011
src25791 269.51270 1.16053 0.059 0.028 0.009
src25792 269.65737 1.07205 0.059 0.029 0.010
src25793 269.23766 1.60491 0.059 0.030 0.011
src25794 269.46848 1.45366 0.059 0.032 0.012
src25795 269.27836 1.00800 0.059 0.028 0.009
src25796 269.67823 1.35760 0.059 0.029 0.009
src25797 269.10811 1.36402 0.059 0.028 0.009
src25798 269.05148 1.14389 0.059 0.030 0.010
src25799 269.54305 1.42733 0.058 0.030 0.010
src25800 269.68309 1.37463 0.058 0.029 0.010
src25801 269.04120 1.04915 0.058 0.030 0.010
src25802 269.01109 1.02909 0.058 0.037 0.016
src25803 269.00129 1.44883 0.058 0.030 0.010
src25804 269.32997 1.35546 0.058 0.031 0.011
src25805 269.19763 1.51661 0.058 0.028 0.009
src25806 269.29048 1.49248 0.058 0.029 0.010
src25807 269.40109 1.10763 0.058 0.029 0.010
src25808 269.01253 1.23735 0.058 0.028 0.009
src25809 269.08676 1.29940 0.058 0.029 0.010
src25810 269.58074 1.61569 0.058 0.028 0.009
src25811 269.04062 1.23679 0.058 0.031 0.011
src25812 269.66882 1.07709 0.058 0.031 0.011
src25813 269.51160 1.05472 0.058 0.030 0.010
src25814 269.41173 1.23105 0.058 0.033 0.013
src25815 269.37875 1.45571 0.058 0.030 0.011
src25816 269.15766 1.40826 0.058 0.028 0.009
src25817 269.00580 1.47356 0.058 0.029 0.009
src25818 269.09834 1.13221 0.058 0.030 0.010
src25819 269.24285 1.67689 0.058 0.031 0.011
src25820 269.62194 1.25092 0.058 0.029 0.010
src25821 269.50065 1.57932 0.058 0.028 0.009
src25822 269.32407 1.37681 0.058 0.030 0.011
src25823 269.65170 1.04435 0.058 0.027 0.009
src25824 269.59688 1.01179 0.058 0.033 0.013
src25825 269.63725 1.14897 0.058 0.028 0.009
src25826 269.06172 1.00631 0.058 0.036 0.015
src25827 269.38523 1.53406 0.058 0.029 0.010
src25828 269.39043 1.44744 0.058 0.034 0.013
src25829 269.44294 1.64267 0.058 0.029 0.009
src25830 269.62118 1.70955 0.058 0.039 0.018
src25831 269.24706 1.01166 0.058 0.028 0.009
src25832 269.48031 1.59421 0.058 0.028 0.009
src25833 269.16084 1.30840 0.058 0.037 0.016
src25834 269.52489 1.57769 0.058 0.029 0.009
src25835 269.25888 1.10378 0.058 0.028 0.009
src25836 269.39684 1.19592 0.058 0.027 0.009
src25837 269.65616 1.70298 0.058 0.031 0.011
src25838 269.31503 1.70291 0.058 0.028 0.009
src25839 269.57703 1.36460 0.058 0.029 0.010
src25840 269.04880 1.21238 0.058 0.028 0.009
src25841 269.64073 1.46401 0.058 0.028 0.009
src25842 269.67805 1.68846 0.058 0.030 0.010
src25843 269.51531 1.28105 0.058 0.027 0.009
src25844 269.36870 1.39756 0.058 0.033 0.012
src25845 269.23944 1.27819 0.058 0.035 0.014
src25846 269.45601 1.00212 0.058 0.028 0.009
src25847 269.57438 1.23914 0.058 0.033 0.013
src25848 269.43904 1.48631 0.058 0.033 0.013
src25849 269.33227 1.03866 0.058 0.028 0.009
src25850 269.59169 1.44693 0.058 0.029 0.009
src25851 269.09645 1.36831 0.058 0.030 0.010
src25852 269.56364 1.38749 0.058 0.028 0.009
src25853 269.67485 1.46755 0.058 0.034 0.013
src25854 269.36297 1.05240 0.058 0.028 0.009
src25855 269.12888 1.51301 0.058 0.033 0.012
src25856 269.17991 1.37268 0.058 0.030 0.011
src25857 269.36456 1.59134 0.058 0.028 0.009
src25858 269.25350 1.15937 0.058 0.028 0.009
src25859 269.44150 1.30408 0.058 0.029 0.010
src25860 269.31352 1.00600 0.058 0.029 0.009
src25861 269.04435 1.69741 0.058 0.032 0.012
src25862 269.04981 1.12561 0.058 0.033 0.012
src25863 269.26776 1.00006 0.058 0.029 0.009
src25864 269.44570 1.58619 0.058 0.027 0.009
src25865 269.67854 1.47443 0.058 0.028 0.009
src25866 269.35355 1.60672 0.058 0.029 0.010
src25867 269.42066 1.58111 0.058 0.028 0.009
src25868 269.08707 1.50443 0.058 0.027 0.008
src25869 269.08172 1.19649 0.058 0.027 0.008
src25870 269.01911 1.69924 0.058 0.038 0.017
src25871 269.29328 1.50487 0.058 0.028 0.009
src25872 269.43052 1.44642 0.058 0.027 0.008
src25873 269.23737 1.57291 0.058 0.034 0.013
src25874 269.44317 1.39212 0.058 0.029 0.010
src25875 269.41079 1.63810 0.058 0.032 0.012
src25876 269.64340 1.25758 0.058 0.028 0.009
src25877 269.34031 1.42881 0.058 0.028 0.009
src25878 269.08919 1.61267 0.058 0.030 0.011
src25879 269.15824 1.23035 0.058 0.033 0.012
src25880 269.11384 1.10937 0.058 0.028 0.009
src25881 269.63894 1.31826 0.058 0.034 0.013
src25882 269.15525 1.60446 0.058 0.028 0.009
src25883 269.13720 1.39420 0.058 0.032 0.012
src25884 269.70181 1.66466 0.058 0.031 0.011
src25885 269.22871 1.43310 0.058 0.029 0.010
src25886 269.29912 1.12015 0.058 0.028 0.009
src25887 269.11110 1.28230 0.058 0.029 0.010
src25888 269.09542 1.34884 0.058 0.032 0.012
src25889 269.62927 1.25964 0.058 0.030 0.011
src25890 269.48647 1.31403 0.058 0.028 0.009
src25891 269.04976 1.33142 0.058 0.028 0.009
src25892 269.58886 1.68838 0.058 0.039 0.017
src25893 269.54304 1.16389 0.058 0.027 0.009
src25894 269.56097 1.49966 0.058 0.029 0.009
src25895 269.16298 1.31724 0.058 0.028 0.009
src25896 269.31735 1.29878 0.058 0.030 0.010
src25897 269.64512 1.33131 0.058 0.028 0.009
src25898 269.04331 1.19714 0.058 0.031 0.011
src25899 269.43918 1.43746 0.058 0.028 0.009
src25900 269.41088 1.37260 0.058 0.028 0.009
src25901 269.10283 1.61321 0.058 0.034 0.014
src25902 269.53071 1.61907 0.058 0.030 0.010
src25903 269.03066 1.17117 0.058 0.028 0.009
src25904 269.38134 1.37436 0.058 0.029 0.009
src25905 269.70909 1.40673 0.058 0.033 0.012
src25906 269.45594 1.34546 0.058 0.031 0.011
src25907 269.11599 1.17766 0.058 0.038 0.017
src25908 269.64190 1.60402 0.058 0.030 0.010
src25909 269.40589 1.21898 0.058 0.028 0.009
src25910 269.43506 1.04565 0.058 0.029 0.010
src25911 269.58313 1.67091 0.058 0.028 0.009
src25912 269.41555 1.23947 0.058 0.029 0.010
src25913 269.12032 1.32229 0.058 0.030 0.010
